Record_ID,Date,Day_of_Week,Is_Weekend,Season,Line,Line_Color,Station_Name,Interchange_Station,Zone,Distance_from_Connaught_Place_km,Opening_Year,Number_of_Platforms,Entry_Count,Exit_Count,Total_Footfall,Peak_Hour_Footfall_Pct,Avg_Fare_INR,Majority_Ticket_Type,Parking_Available,Feeder_Bus_Available,Escalator_Count,Elevator_Count,Weather_Condition,Temperature_C,Is_Festival_Day,Delay_Minutes,Security_Incidents
6364,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Central Secretariat,Yes,Central Delhi,2.6,2005,3,17415,18042,35457,30.8,24.4,NCMC Card (One Delhi),Yes,No,4,1,Clear,21.0,0,0.3,0
6365,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Chandni Chowk,No,Central Delhi,4.1,2004,2,7143,7082,14225,40.2,23.1,Smart Card (DMRC Card),Yes,No,2,1,Clear,21.0,0,2.6,0
6366,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Civil Lines,No,North Delhi,5.9,2004,2,6808,6760,13568,29.3,29.6,QR Ticket (Token-less),Yes,No,4,1,Clear,21.0,0,1.5,0
6367,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Hauz Khas,Yes,South Delhi,9.6,2005,3,19136,18881,38017,31.0,37.4,Smart Card (DMRC Card),No,Yes,4,2,Clear,21.0,0,2.0,0
6368,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Huda City Centre,No,Gurugram,27.3,2010,2,4095,4078,8173,38.1,60.0,QR Ticket (Token-less),Yes,Yes,3,2,Clear,21.0,0,1.5,0
6369,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,INA,Yes,South Delhi,5.8,2005,3,16568,16259,32827,28.7,28.4,Smart Card (DMRC Card),Yes,Yes,2,1,Clear,21.0,0,2.1,0
6370,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Jahangirpuri,No,North Delhi,17.5,2004,2,4160,4211,8371,38.8,48.5,QR Ticket (Token-less),Yes,No,3,2,Clear,21.0,0,0.6,0
6371,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Malviya Nagar,No,South Delhi,11.4,2005,2,5511,5440,10951,36.6,41.7,QR Ticket (Token-less),No,Yes,4,2,Clear,21.0,0,0.0,0
6372,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,New Delhi,Yes,Central Delhi,2.0,2005,3,19187,19108,38295,37.9,18.8,QR Ticket (Token-less),Yes,Yes,8,1,Clear,21.0,0,0.1,0
6373,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Qutab Minar,No,South Delhi,14.5,2010,2,5353,5238,10591,43.0,42.1,QR Ticket (Token-less),No,Yes,2,0,Clear,21.0,0,0.2,0
6374,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Rajiv Chowk,Yes,Central Delhi,0.5,2004,4,22839,23233,46072,42.6,18.0,Smart Card (DMRC Card),No,Yes,6,2,Clear,21.0,0,1.8,0
6375,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Saket,No,South Delhi,12.8,2010,2,5835,5652,11487,44.2,39.5,QR Ticket (Token-less),No,Yes,2,2,Clear,21.0,0,0.7,0
6376,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Samaypur Badli,No,North Delhi,21.3,2015,2,4752,4898,9650,30.3,55.3,Smart Card (DMRC Card),No,No,4,0,Clear,21.0,0,0.2,0
6377,2024-03-05,Tuesday,0,Spring,Yellow,#FCC80A,Vishwavidyalaya,No,North Delhi,6.8,2004,2,6559,6699,13258,35.4,28.7,Smart Card (DMRC Card),Yes,No,2,1,Clear,21.0,0,2.1,0
6378,2024-03-06,Wednesday,0,Spring,Airport Express,#F58220,Delhi Aerocity,No,South West Delhi,13.2,2011,2,6371,6276,12647,35.6,43.8,QR Ticket (Token-less),Yes,No,3,0,Mild & Cloudy,18.6,0,3.9,0
6379,2024-03-06,Wednesday,0,Spring,Airport Express,#F58220,Dhaula Kuan,No,South West Delhi,9.7,2011,2,6208,6004,12212,28.8,38.7,Paper QR Token,No,Yes,4,2,Mild & Cloudy,18.6,0,0.8,0
6380,2024-03-06,Wednesday,0,Spring,Airport Express,#F58220,IGI Airport,No,South West Delhi,16.5,2011,2,5311,5494,10805,29.2,50.2,Smart Card (DMRC Card),Yes,No,4,1,Mild & Cloudy,18.6,0,1.0,0
6381,2024-03-06,Wednesday,0,Spring,Airport Express,#F58220,New Delhi,Yes,Central Delhi,2.0,2011,3,20518,20848,41366,31.7,22.1,NCMC Card (One Delhi),Yes,No,2,2,Mild & Cloudy,18.6,0,0.5,0
6382,2024-03-06,Wednesday,0,Spring,Airport Express,#F58220,Shivaji Stadium,No,Central Delhi,2.9,2011,2,6509,6538,13047,36.9,23.3,Smart Card (DMRC Card),Yes,Yes,3,2,Mild & Cloudy,18.6,0,1.0,0
6383,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Akshardham,No,East Delhi,8.2,2009,2,5931,6129,12060,40.1,33.0,Paper QR Token,Yes,No,3,1,Mild & Cloudy,18.6,0,6.9,0
6384,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Botanical Garden,Yes,Noida,17.2,2009,3,15649,15932,31581,40.0,57.0,QR Ticket (Token-less),Yes,No,2,2,Mild & Cloudy,,0,1.1,0
6385,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Dwarka Mor,No,West Delhi,20.1,2005,2,4357,4386,8743,36.5,49.2,Smart Card (DMRC Card),No,Yes,2,0,Mild & Cloudy,18.6,0,0.9,0
6386,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Dwarka Sector 21,Yes,West Delhi,24.6,2010,4,17322,17489,34811,38.7,60.0,Smart Card (DMRC Card),No,Yes,4,2,Mild & Cloudy,18.6,0,0.1,0
6387,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Indraprastha,No,East Delhi,4.7,2005,2,7257,7021,14278,38.9,26.5,Smart Card (DMRC Card),No,No,2,2,Mild & Cloudy,18.6,0,0.4,0
6388,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Janakpuri West,Yes,West Delhi,16.4,2005,4,18777,18748,37525,29.4,52.6,Smart Card (DMRC Card),Yes,Yes,2,2,Mild & Cloudy,18.6,0,1.7,0
6389,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Karol Bagh,No,Central Delhi,6.1,2005,2,6176,5941,12117,42.6,28.9,QR Ticket (Token-less),Yes,No,2,2,Mild & Cloudy,18.6,0,0.3,0
6390,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Kirti Nagar,Yes,West Delhi,10.7,2005,3,16140,16146,32286,42.2,37.4,Smart Card (DMRC Card),No,Yes,4,2,Mild & Cloudy,18.6,0,0.3,0
6391,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Mandi House,Yes,Central Delhi,2.3,2005,3,20826,20323,41149,41.8,20.7,Smart Card (DMRC Card),Yes,Yes,6,1,Mild & Cloudy,18.6,0,0.6,0
6392,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Mayur Vihar-I,Yes,East Delhi,10.6,2009,4,20698,20026,40724,29.7,34.2,Paper QR Token,No,Yes,8,2,Mild & Cloudy,18.6,0,2.2,0
6393,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Noida Sector 18,No,Noida,19.8,2009,2,5703,5605,11308,33.3,54.2,QR Ticket (Token-less),No,Yes,3,0,Mild & Cloudy,18.6,0,1.7,0
6394,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Rajendra Place,No,Central Delhi,7.4,2005,2,6417,6211,12628,31.0,29.5,Smart Card (DMRC Card),,Yes,2,2,Mild & Cloudy,18.6,0,0.5,0
6395,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Rajiv Chowk,Yes,Central Delhi,0.5,2005,4,23544,23475,47019,37.1,16.8,QR Ticket (Token-less),Yes,Yes,8,1,Mild & Cloudy,18.6,0,1.0,0
6396,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Rajouri Garden,Yes,West Delhi,12.9,2005,3,21474,20843,42317,33.2,43.2,QR Ticket (Token-less),No,Yes,6,1,Mild & Cloudy,18.6,0,0.0,0
6397,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Vaishali,No,Ghaziabad,15.9,2009,2,4816,4709,9525,28.1,49.8,QR Ticket (Token-less),Yes,No,2,0,Mild & Cloudy,18.6,0,0.4,0
6398,2024-03-06,Wednesday,0,Spring,Blue,#00509E,Yamuna Bank,Yes,East Delhi,6.3,2005,4,18705,18614,37319,36.7,28.8,Smart Card (DMRC Card),No,Yes,2,1,Mild & Cloudy,18.6,0,0.7,0
6399,2024-03-06,Wednesday,0,Spring,Green,#00A651,Ashok Park Main,No,West Delhi,9.8,2010,2,6217,6256,12473,33.6,38.0,Smart Card (DMRC Card),No,No,3,2,Mild & Cloudy,18.6,0,6.0,0
6400,2024-03-06,Wednesday,0,Spring,Green,#00A651,Bahadurgarh City,No,Haryana,29.1,2018,2,4375,4552,8927,34.2,60.0,Smart Card (DMRC Card),No,Yes,3,0,Mild & Cloudy,18.6,0,1.2,0
6401,2024-03-06,Wednesday,0,Spring,Green,#00A651,Mundka,No,West Delhi,22.4,2010,2,4628,4640,9268,31.2,54.7,Smart Card (DMRC Card),Yes,Yes,2,0,Mild & Cloudy,18.6,0,0.0,0
6402,2024-03-06,Wednesday,0,Spring,Green,#00A651,Nangloi,No,West Delhi,17.6,2010,2,5290,5470,10760,39.2,51.1,Smart Card (DMRC Card),Yes,No,2,1,Mild & Cloudy,18.6,0,1.1,0
6403,2024-03-06,Wednesday,0,Spring,Green,#00A651,Peeragarhi,No,West Delhi,14.2,2010,2,5714,5932,11646,28.6,48.1,Smart Card (DMRC Card),Yes,No,2,0,Mild & Cloudy,18.6,0,0.3,0
6404,2024-03-06,Wednesday,0,Spring,Green,#00A651,Punjabi Bagh,No,West Delhi,11.5,2010,2,5016,4884,9900,36.5,36.6,Smart Card (DMRC Card),Yes,No,2,1,Mild & Cloudy,18.6,0,2.1,1
6405,2024-03-06,Wednesday,0,Spring,Grey,#808080,Dwarka,No,West Delhi,22.8,2019,2,4962,4831,9793,43.9,60.0,QR Ticket (Token-less),Yes,No,4,1,Mild & Cloudy,18.6,0,3.1,0
6406,2024-03-06,Wednesday,0,Spring,Grey,#808080,Najafgarh,No,South West Delhi,27.4,2019,2,4796,4879,9675,32.2,60.0,Smart Card (DMRC Card),Yes,No,3,1,Mild & Cloudy,18.6,0,0.8,0
6407,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Botanical Garden,Yes,Noida,17.2,2018,3,15116,15719,30835,36.5,45.4,Smart Card (DMRC Card),No,Yes,8,1,Mild & Cloudy,18.6,0,0.5,0
6408,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Greater Kailash,No,South Delhi,8.9,2018,2,6616,6711,13327,44.5,32.3,Smart Card (DMRC Card),Yes,No,2,0,Mild & Cloudy,18.6,0,1.0,0
6409,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Hauz Khas,Yes,South Delhi,9.6,2017,3,16944,16555,33499,40.2,32.5,Smart Card (DMRC Card),No,Yes,8,2,Mild & Cloudy,18.6,0,2.5,0
6410,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,IIT Delhi,No,South Delhi,8.6,2017,2,6191,6119,12310,43.0,29.2,Smart Card (DMRC Card),Yes,No,4,1,Mild & Cloudy,18.6,0,0.7,0
6411,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Janakpuri West,Yes,West Delhi,16.4,2018,3,18008,18165,36173,44.2,42.5,QR Ticket (Token-less),No,No,2,1,Mild & Cloudy,18.6,0,4.9,0
6412,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Jasola Vihar Shaheen Bagh,No,South Delhi,13.6,2018,2,4703,4835,9538,38.3,36.3,Paper QR Token,Yes,Yes,4,0,Mild & Cloudy,18.6,0,0.4,0
6413,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Kalindi Kunj,No,South Delhi,14.9,2018,2,5450,5508,10958,30.0,38.6,Paper QR Token,Yes,No,2,2,Mild & Cloudy,18.6,0,0.6,0
6414,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Kalkaji Mandir,Yes,South Delhi,10.6,2018,3,16931,17509,34440,43.5,36.3,Smart Card (DMRC Card),Yes,No,4,2,Mild & Cloudy,18.6,0,2.3,0
6415,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Munirka,No,South Delhi,10.3,2017,2,5951,5864,11815,38.5,38.0,QR Ticket (Token-less),Yes,Yes,3,2,Mild & Cloudy,18.6,0,4.9,0
6416,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Palam,No,South West Delhi,19.2,2018,2,4772,4860,9632,37.1,58.3,QR Ticket (Token-less),No,No,4,0,Mild & Cloudy,18.6,0,2.2,0
6417,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,R K Puram,No,South Delhi,9.4,2017,2,6833,6868,13701,35.6,36.2,Paper QR Token,No,No,4,1,Mild & Cloudy,18.6,0,0.5,1
6418,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Sukhdev Vihar,No,South Delhi,11.8,2018,2,5849,5963,11812,36.8,40.8,QR Ticket (Token-less),No,No,2,0,Mild & Cloudy,18.6,0,1.4,0
6419,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Terminal 1 IGI Airport,No,South West Delhi,15.7,2018,2,5548,5367,10915,44.4,51.8,Smart Card (DMRC Card),No,Yes,2,2,Mild & Cloudy,18.6,0,0.8,0
6420,2024-03-06,Wednesday,0,Spring,Magenta,#C6007E,Vasant Vihar,No,South West Delhi,11.9,2017,2,6210,6397,12607,39.7,42.7,QR Ticket (Token-less),No,Yes,3,1,Mild & Cloudy,18.6,0,0.0,0
6421,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Anand Vihar,No,East Delhi,12.3,2018,2,5637,5552,11189,36.6,43.3,Paper QR Token,Yes,Yes,2,2,Mild & Cloudy,18.6,0,1.2,1
6422,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Delhi Cantt,No,South West Delhi,15.5,2018,2,6181,5974,12155,35.3,45.3,Smart Card (DMRC Card),Yes,Yes,3,0,Mild & Cloudy,18.6,0,4.6,0
6423,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Hazrat Nizamuddin,No,South Delhi,6.5,2018,2,6621,6516,13137,37.5,27.1,Smart Card (DMRC Card),Yes,No,4,1,Mild & Cloudy,18.6,0,0.7,0
6424,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Karkarduma,Yes,East Delhi,11.1,2018,4,16686,17028,33714,37.0,36.8,QR Ticket (Token-less),No,No,4,1,Mild & Cloudy,18.6,0,4.9,0
6425,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Lajpat Nagar,Yes,South Delhi,7.8,2018,4,19440,19709,39149,34.8,29.9,QR Ticket (Token-less),No,Yes,4,2,Mild & Cloudy,18.6,0,1.7,0
6426,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Majlis Park,No,North Delhi,15.1,2018,2,6171,6059,12230,37.7,49.5,QR Ticket (Token-less),Yes,Yes,3,0,Mild & Cloudy,18.6,0,0.8,0
6427,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Maujpur-Babarpur,No,East Delhi,11.7,2018,2,6264,6505,12769,37.4,35.2,Smart Card (DMRC Card),Yes,No,4,0,Mild & Cloudy,18.6,0,0.2,0
6428,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Mayur Vihar-I,Yes,East Delhi,10.6,2018,4,19209,19472,38681,37.3,36.4,Paper QR Token,No,Yes,8,1,Mild & Cloudy,18.6,0,2.1,0
6429,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Netaji Subhash Place,Yes,North Delhi,12.1,2018,4,17704,18148,35852,44.7,40.6,Smart Card (DMRC Card),No,Yes,6,1,Mild & Cloudy,18.6,0,5.2,0
6430,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Rajouri Garden,Yes,West Delhi,12.9,2018,3,20319,19674,39993,32.6,41.5,Smart Card (DMRC Card),No,Yes,2,2,Mild & Cloudy,18.6,0,3.2,0
6431,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Sarojini Nagar,No,South Delhi,8.4,2018,2,5501,5492,10993,37.0,28.1,Smart Card (DMRC Card),Yes,No,3,2,Mild & Cloudy,18.6,0,0.0,0
6432,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Shalimar Bagh,No,North Delhi,13.6,2018,2,5013,5203,10216,34.7,38.1,Smart Card (DMRC Card),Yes,Yes,2,0,Mild & Cloudy,18.6,0,2.1,0
6433,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Shiv Vihar,No,East Delhi,16.4,2019,2,5761,5655,11416,30.1,53.9,Smart Card (DMRC Card),Yes,No,3,2,Mild & Cloudy,18.6,0,0.4,0
6434,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,South Extension,No,South Delhi,7.9,2018,2,6221,6143,12364,28.1,35.2,Smart Card (DMRC Card),Yes,No,2,0,Mild & Cloudy,18.6,0,0.7,0
6435,2024-03-06,Wednesday,0,Spring,Pink,#EC008C,Welcome,Yes,East Delhi,9.4,2018,4,18308,17628,35936,37.3,38.0,Smart Card (DMRC Card),No,No,2,2,Mild & Cloudy,18.6,0,1.6,0
6436,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Dilshad Garden,No,East Delhi,16.9,2008,2,4902,4828,9730,39.0,47.4,Smart Card (DMRC Card),Yes,No,3,1,Mild & Cloudy,18.6,0,1.1,0
6437,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Inderlok,Yes,North Delhi,8.7,2004,3,17812,17730,35542,34.9,35.8,Paper QR Token,No,Yes,8,2,Mild & Cloudy,18.6,0,0.1,0
6438,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Kashmere Gate,Yes,North Delhi,5.2,2004,4,16571,16069,32640,34.4,31.0,Smart Card (DMRC Card),No,No,2,2,Mild & Cloudy,18.6,0,2.2,0
6439,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Kohat Enclave,No,North Delhi,11.0,2004,2,5616,5648,11264,35.1,39.0,Paper QR Token,Yes,No,2,1,Mild & Cloudy,18.6,0,0.8,1
6440,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Netaji Subhash Place,Yes,North Delhi,12.1,2008,4,19295,18617,37912,35.3,40.2,Smart Card (DMRC Card),Yes,No,8,2,Mild & Cloudy,18.6,0,1.7,1
6441,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Pitampura,No,North Delhi,13.8,2008,2,5397,5194,10591,29.6,38.6,Smart Card (DMRC Card),Yes,No,2,0,Mild & Cloudy,18.6,0,0.6,0
6442,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Rithala,No,North Delhi,18.5,2008,2,4913,4877,9790,37.7,49.6,Paper QR Token,Yes,Yes,3,1,Mild & Cloudy,18.6,0,3.3,0
6443,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Rohini West,No,North Delhi,16.2,2008,2,4989,4847,9836,29.0,46.1,QR Ticket (Token-less),Yes,Yes,2,2,Mild & Cloudy,18.6,0,,0
6444,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Seelampur,No,East Delhi,10.4,2004,2,6103,6190,12293,44.1,38.1,NCMC Card (One Delhi),Yes,No,3,1,Mild & Cloudy,18.6,0,3.8,0
6445,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Shahdara,No,East Delhi,12.6,2004,2,6367,6548,12915,36.5,43.6,Paper QR Token,No,Yes,4,2,Mild & Cloudy,18.6,0,1.2,1
6446,2024-03-06,Wednesday,0,Spring,Red,#EE1B24,Shastri Park,No,East Delhi,8.9,2004,2,6161,5953,12114,41.2,32.7,QR Ticket (Token-less),Yes,Yes,4,0,Mild & Cloudy,18.6,0,0.1,0
6447,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Badarpur Border,No,South Delhi,18.9,2015,2,5444,5540,10984,28.7,52.4,QR Ticket (Token-less),No,Yes,2,0,Mild & Cloudy,18.6,0,2.2,0
6448,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Faridabad Old,No,Faridabad,24.7,2015,2,4699,4860,9559,41.7,60.0,Paper QR Token,No,No,4,2,Mild & Cloudy,18.6,0,0.2,0
6449,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Govind Puri,No,South Delhi,12.1,2010,2,6236,6409,12645,38.0,38.1,Paper QR Token,Yes,Yes,2,0,Mild & Cloudy,18.6,0,2.4,0
6450,2024-03-06,Wednesday,0,Spring,Violet,#92278F,ITO,No,Central Delhi,3.1,2014,2,7436,7272,14708,37.7,25.0,Smart Card (DMRC Card),Yes,Yes,2,1,Mild & Cloudy,18.6,0,1.8,0
6451,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Jama Masjid,No,Central Delhi,4.2,2014,2,7268,7263,14531,38.4,28.3,Smart Card (DMRC Card),No,Yes,2,1,Mild & Cloudy,18.6,0,0.9,0
6452,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Kalkaji Mandir,Yes,South Delhi,10.6,2010,4,20528,20844,41372,33.0,36.9,NCMC Card (One Delhi),No,Yes,2,2,Mild & Cloudy,18.6,0,0.5,0
6453,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Khan Market,No,Central Delhi,3.9,2010,2,6716,6913,13629,43.8,24.6,Smart Card (DMRC Card),No,No,3,0,Mild & Cloudy,18.6,0,1.7,0
6454,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Lajpat Nagar,Yes,South Delhi,7.8,2010,4,17395,17781,35176,38.0,28.4,Smart Card (DMRC Card),No,Yes,2,1,Mild & Cloudy,18.6,0,0.6,0
6455,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Lal Quila,No,Central Delhi,3.8,2014,2,6567,6363,12930,31.5,23.0,Smart Card (DMRC Card),No,Yes,3,1,Mild & Cloudy,18.6,0,0.5,0
6456,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Nehru Place,No,South Delhi,9.9,2010,2,5588,5798,11386,38.2,37.8,NCMC Card (One Delhi),No,No,3,2,Mild & Cloudy,18.6,0,3.6,0
6457,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Okhla,No,South Delhi,13.4,2015,2,5992,5890,11882,43.7,45.6,NCMC Card (One Delhi),Yes,No,3,2,Mild & Cloudy,18.6,0,0.1,0
6458,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Raja Nahar Singh,No,Faridabad,29.8,2015,2,3859,3951,7810,39.8,60.0,Smart Card (DMRC Card),Yes,Yes,3,1,Mild & Cloudy,18.6,0,0.4,0
6459,2024-03-06,Wednesday,0,Spring,Violet,#92278F,Tughlakabad,No,South Delhi,16.8,2015,2,4610,4442,9052,29.3,52.9,QR Ticket (Token-less),Yes,Yes,3,0,Mild & Cloudy,18.6,0,0.9,0
6460,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,AIIMS,No,South Delhi,7.1,2005,2,5288,5454,10742,30.6,28.5,NCMC Card (One Delhi),Yes,No,3,2,Mild & Cloudy,18.6,0,4.1,0
6461,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Azadpur,Yes,North Delhi,11.2,2004,4,19089,18962,38051,28.4,34.2,QR Ticket (Token-less),No,No,8,2,Mild & Cloudy,18.6,0,0.1,0
6462,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Central Secretariat,Yes,Central Delhi,2.6,2005,4,18442,18320,36762,33.5,21.3,NCMC Card (One Delhi),No,Yes,6,2,Mild & Cloudy,18.6,0,1.1,0
6463,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Chandni Chowk,No,Central Delhi,4.1,2004,2,6140,5983,12123,29.5,24.5,Smart Card (DMRC Card),Yes,No,4,0,Mild & Cloudy,18.6,0,2.5,0
6464,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Civil Lines,No,North Delhi,5.9,2004,2,7217,6948,14165,30.1,27.0,NCMC Card (One Delhi),No,No,2,0,Mild & Cloudy,18.6,0,0.2,0
6465,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Hauz Khas,Yes,South Delhi,9.6,2005,4,17187,17824,35011,42.0,33.5,Paper QR Token,No,Yes,8,2,Mild & Cloudy,18.6,0,5.5,0
6466,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Huda City Centre,No,Gurugram,27.3,2010,2,4085,4201,8286,38.6,60.0,NCMC Card (One Delhi),Yes,Yes,3,0,Mild & Cloudy,18.6,0,5.7,0
6467,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,INA,Yes,South Delhi,5.8,2005,4,20182,20018,40200,34.0,30.3,Smart Card (DMRC Card),No,No,6,2,Mild & Cloudy,18.6,0,0.7,0
6468,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Jahangirpuri,No,North Delhi,17.5,2004,2,4377,4534,8911,40.2,55.6,Paper QR Token,No,No,4,0,Mild & Cloudy,18.6,0,2.8,0
6469,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Malviya Nagar,No,South Delhi,11.4,2005,2,6853,6613,13466,29.1,39.8,Smart Card (DMRC Card),No,Yes,3,0,Mild & Cloudy,18.6,0,3.2,0
6470,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,New Delhi,Yes,Central Delhi,2.0,2005,3,17582,17877,35459,43.9,20.9,QR Ticket (Token-less),Yes,Yes,4,2,Mild & Cloudy,18.6,0,0.7,0
6471,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Qutab Minar,No,South Delhi,14.5,2010,2,6479,6481,12960,34.9,43.7,Smart Card (DMRC Card),Yes,Yes,4,1,Mild & Cloudy,18.6,0,1.8,0
6472,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Rajiv Chowk,Yes,Central Delhi,0.5,2004,4,17663,18338,36001,31.9,16.3,QR Ticket (Token-less),No,Yes,2,2,Mild & Cloudy,18.6,0,0.2,0
6473,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Saket,No,South Delhi,12.8,2010,2,6903,6738,13641,35.4,37.8,Smart Card (DMRC Card),No,Yes,4,1,Mild & Cloudy,18.6,0,0.6,0
6474,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Samaypur Badli,No,North Delhi,21.3,2015,2,4521,4416,8937,33.5,50.3,Paper QR Token,No,No,3,0,Mild & Cloudy,18.6,0,0.8,0
6475,2024-03-06,Wednesday,0,Spring,Yellow,#FCC80A,Vishwavidyalaya,No,North Delhi,6.8,2004,2,6837,6977,13814,29.2,30.2,Smart Card (DMRC Card),No,Yes,2,2,Mild & Cloudy,18.6,0,2.4,0
6476,2024-03-07,Thursday,0,Spring,Airport Express,#F58220,Delhi Aerocity,No,South West Delhi,13.2,2011,2,5691,5719,11410,35.2,43.5,QR Ticket (Token-less),Yes,No,3,2,Mild & Cloudy,29.5,0,0.7,0
6477,2024-03-07,Thursday,0,Spring,Airport Express,#F58220,Dhaula Kuan,No,South West Delhi,9.7,2011,2,6652,6800,13452,44.9,34.8,QR Ticket (Token-less),Yes,No,4,2,Mild & Cloudy,29.5,0,0.2,0
6478,2024-03-07,Thursday,0,Spring,Airport Express,#F58220,IGI Airport,No,South West Delhi,16.5,2011,2,5226,5374,10600,43.3,44.6,Smart Card (DMRC Card),Yes,No,2,1,Mild & Cloudy,29.5,0,2.0,0
6479,2024-03-07,Thursday,0,Spring,Airport Express,#F58220,New Delhi,Yes,Central Delhi,2.0,2011,3,21327,21316,42643,37.8,20.3,Paper QR Token,Yes,No,6,1,Mild & Cloudy,29.5,0,,0
